namespace,localname,language,locale,value
http://www.brel.com/translations/unit,cm,fr,FR,Centimètre
http://www.brel.com/translations/unit,dm,fr,FR,Décimètre
http://www.brel.com/translations/unit,km,fr,FR,Kilomètre
http://www.brel.com/translations/unit,m,fr,FR,Mètre
http://www.brel.com/translations/unit,mm,fr,FR,Millimètre
http://www.brel.com/translations/unit,g,fr,FR,Gramme
http://www.brel.com/translations/unit,kg,fr,FR,Kilogramme
http://www.brel.com/translations/unit,GW,fr,FR,Gigawatt
http://www.brel.com/translations/unit,kW,fr,FR,Kilowatt
http://www.brel.com/translations/unit,MW,fr,FR,Mégawatt
http://www.brel.com/translations/unit,TW,fr,FR,Térawatt
http://www.brel.com/translations/unit,W,fr,FR,Watt
http://www.brel.com/translations/unit,kV,fr,FR,Kilovolt
http://www.brel.com/translations/unit,l,fr,FR,Litre
http://www.brel.com/translations/unit,m3,fr,FR,Mètre cube
http://www.brel.com/translations/unit,bu,fr,FR,Boisseau
http://www.brel.com/translations/unit,aft,fr,FR,Acre-pied
http://www.brel.com/translations/unit,Monetary_per_Share,fr,FR,Monétaire/action
http://www.brel.com/translations/unit,Monetary_per_Decimal,fr,FR,Monétaire/décimal
http://www.brel.com/translations/unit,Monetary_per_Monetary,fr,FR,Monétaire/monétaire
http://www.brel.com/translations/unit,pure,fr,FR,Nombre pur
http://www.brel.com/translations/unit,Rate,fr,FR,Taux
http://www.brel.com/translations/unit,shares,fr,FR,Action
http://www.brel.com/translations/unit,Y,fr,FR,Année
http://www.brel.com/translations/unit,M,fr,FR,Mois
http://www.brel.com/translations/unit,D,fr,FR,Jour
http://www.brel.com/translations/unit,H,fr,FR,Heure
http://www.brel.com/translations/unit,MM,fr,FR,Minute
http://www.brel.com/translations/unit,S,fr,FR,Seconde
http://www.brel.com/translations/unit,Volume_per_Duration,fr,FR,Volume/durée
http://www.brel.com/translations/unit,MV,fr,FR,Mégavolt
http://www.brel.com/translations/unit,GV,fr,FR,Gigavolt
http://www.brel.com/translations/unit,Bcf,fr,FR,Milliards de pieds cubes
http://www.brel.com/translations/unit,Tcf,fr,FR,Billions de pieds cubes
http://www.brel.com/translations/unit,GWh,fr,FR,Gigawatt-heure
http://www.brel.com/translations/unit,TWh,fr,FR,Térawatt-heure
http://www.brel.com/translations/unit,Q,fr,FR,Trimestre
http://www.brel.com/translations/unit,WK,fr,FR,Semaine
http://www.brel.com/translations/unit,MMcfe,fr,FR,Million de pieds cubes équivalent
http://www.brel.com/translations/unit,Bcfe,fr,FR,Milliard de pieds cubes équivalent
http://www.brel.com/translations/unit,Tcfe,fr,FR,Billion de pieds cubes équivalent
http://www.brel.com/translations/unit,kT,fr,FR,Mille tonnes
http://www.brel.com/translations/unit,MT,fr,FR,Million de tonnes
http://www.brel.com/translations/unit,GT,fr,FR,Milliard de tonnes
http://www.brel.com/translations/unit,kt,fr,FR,Kilotonne
http://www.brel.com/translations/unit,Mt,fr,FR,Mégatonne
http://www.brel.com/translations/unit,Gt,fr,FR,Gigatonne
http://www.brel.com/translations/unit,MWM,fr,FR,Mégawatt-mois
http://www.brel.com/translations/unit,GWM,fr,FR,Gigawatt-mois
http://www.brel.com/translations/unit,Energy_per_Duration,fr,FR,Énergie/durée
http://www.brel.com/translations/unit,Celsius,fr,FR,Celsius
http://www.brel.com/translations/unit,K,fr,FR,Kelvin
http://www.brel.com/translations/unit,F,fr,FR,Fahrenheit
http://www.brel.com/translations/unit,Pa,fr,FR,Pascal
http://www.brel.com/translations/unit,Bar,fr,FR,Bar
http://www.brel.com/translations/unit,psi,fr,FR,Livre par pouce carré
http://www.brel.com/translations/unit,atm,fr,FR,Atmosphère standard
http://www.brel.com/translations/unit,N,fr,FR,Newton
http://www.brel.com/translations/unit,var,fr,FR,Volt-ampère réactif
http://www.brel.com/translations/unit,VA,fr,FR,Volt-ampère
http://www.brel.com/translations/unit,Wh,fr,FR,Watt-heure
http://www.brel.com/translations/unit,VAh,fr,FR,Volt-ampère-heure
http://www.brel.com/translations/unit,Ah,fr,FR,Ampère-heure
http://www.brel.com/translations/unit,C,fr,FR,Coulomb
http://www.brel.com/translations/unit,Degree,fr,FR,Degré
http://www.brel.com/translations/unit,rad,fr,FR,Radian
http://www.brel.com/translations/unit,dth,fr,FR,Décatherm
http://www.brel.com/translations/unit,MWd,fr,FR,Mégawatt-jour
http://www.brel.com/translations/unit,GJ,fr,FR,Gigajoule
http://www.brel.com/translations/unit,MJ,fr,FR,Mégajoule
http://www.brel.com/translations/unit,TJ,fr,FR,Térajoule
http://www.brel.com/translations/unit,PB,fr,FR,Pétaoctet
http://www.brel.com/translations/unit,Mvar,fr,FR,Million Volt-ampère réactif
http://www.brel.com/translations/unit,MVA,fr,FR,Mégavolt-ampère
http://www.brel.com/translations/unit,tCO2e,fr,FR,Tonnes équivalent CO₂
http://www.brel.com/translations/unit,ktCO2e,fr,FR,Mille tonnes équivalent CO₂
http://www.brel.com/translations/unit,MtCO2e,fr,FR,Millions de tonnes équivalent CO₂
http://www.brel.com/translations/unit,GtCO2e,fr,FR,Mille millions de tonnes équivalent CO₂
http://www.brel.com/translations/unit,Emissions_per_Monetary,fr,FR,Émissions/Monétaire
http://www.brel.com/translations/unit,Energy_per_Monetary,fr,FR,Énergie/Monétaire
http://www.brel.com/translations/unit,Volume_per_Monetary,fr,FR,Volume/Monétaire
http://www.brel.com/translations/unit,gCO2e,fr,FR,Grammes équivalent CO₂
http://www.brel.com/translations/unit,hl,fr,FR,Hectolitre
http://www.brel.com/translations/unit,Mhl,fr,FR,Millions d’hectolitres
http://www.brel.com/translations/unit,Ml,fr,FR,Mégalitre
http://www.brel.com/translations/unit,Mm3,fr,FR,Mille mètres cubes
http://www.brel.com/translations/unit,TEU,fr,FR,Équivalent vingt pieds
http://www.brel.com/translations/boolean,false,es,ES,Falso
http://www.brel.com/translations/boolean,true,es,ES,Verdadero
http://www.brel.com/translations/report-element,abstract,es,ES,Abstracto
http://www.brel.com/translations/report-element,dimension,es,ES,Dimensión
http://www.brel.com/translations/report-element,member,es,ES,Miembro
http://www.brel.com/translations/report-element,hypercube,es,ES,Hipercubo
http://www.brel.com/translations/report-element,line-items,es,ES,Partidas
http://www.brel.com/translations/report-element,concept,es,ES,Concepto
http://www.brel.com/translations/literal,name,es,ES,Nombre
http://www.brel.com/translations/literal,label,es,ES,Etiqueta
http://www.brel.com/translations/literal,report-element-type,es,ES,Tipo de elemento de informe
http://www.brel.com/translations/literal,period-type,es,ES,Tipo de período
http://www.brel.com/translations/literal,balance-type,es,ES,Tipo de saldo
http://www.brel.com/translations/literal,nillable,es,ES,Puede ser nulo
http://www.brel.com/translations/literal,data-type,es,ES,Tipo de dato
http://www.brel.com/translations/literal,none,es,ES,Ninguno
http://www.brel.com/translations/literal,dimension-type,es,ES,Tipo de dimensión
http://www.brel.com/translations/literal,is-explicit,es,ES,Explícito
http://www.brel.com/translations/literal,network-identifier,es,ES,Identificador de red
http://www.brel.com/translations/literal,info,es,ES,Información
http://www.brel.com/translations/literal,presentation-network,es,ES,Red de presentación
http://www.brel.com/translations/literal,definition-network,es,ES,Red de definición
http://www.brel.com/translations/literal,calculation-network,es,ES,Red de cálculo
http://www.brel.com/translations/literal,id,es,ES,Id
http://www.brel.com/translations/literal,value,es,ES,Valor
http://www.brel.com/translations/period-type,instant,es,ES,Instante
http://www.brel.com/translations/period-type,duration,es,ES,Duración
http://www.brel.com/translations/balance-type,credit,es,ES,Crédito
http://www.brel.com/translations/balance-type,debit,es,ES,Débito
http://www.brel.com/translations/data-type,domainItemType,es,ES,Dominio
http://www.brel.com/translations/data-type,escapedItemType,es,ES,Texto escapado
http://www.brel.com/translations/data-type,xmlNodesItemType,es,ES,Nodos XML
http://www.brel.com/translations/data-type,xmlItemType,es,ES,XML
http://www.brel.com/translations/data-type,textBlockItemType,es,ES,Bloque de texto
http://www.brel.com/translations/data-type,percentItemType,es,ES,Porcentaje
http://www.brel.com/translations/data-type,perShareItemType,es,ES,Por acción
http://www.brel.com/translations/data-type,areaItemType,es,ES,Área
http://www.brel.com/translations/data-type,volumeItemType,es,ES,Volumen
http://www.brel.com/translations/data-type,massItemType,es,ES,Masa
http://www.brel.com/translations/data-type,weightItemType,es,ES,Peso
http://www.brel.com/translations/data-type,energyItemType,es,ES,Energía
http://www.brel.com/translations/data-type,powerItemType,es,ES,Potencia
http://www.brel.com/translations/data-type,lengthItemType,es,ES,Longitud
http://www.brel.com/translations/data-type,memoryItemType,es,ES,Memoria
http://www.brel.com/translations/data-type,noDecimalsMonetaryItemType,es,ES,Monetario (sin decimales)
http://www.brel.com/translations/data-type,nonNegativeMonetaryItemType,es,ES,Monetario (no negativo)
http://www.brel.com/translations/data-type,nonNegativeNoDecimalsMonetaryItemType,es,ES,"Monetario (sin decimales, no negativo)"
http://www.brel.com/translations/data-type,insolationItemType,es,ES,Insolación
http://www.brel.com/translations/data-type,temperatureItemType,es,ES,Temperatura
http://www.brel.com/translations/data-type,pressureItemType,es,ES,Presión
http://www.brel.com/translations/data-type,frequencyItemType,es,ES,Frecuencia
http://www.brel.com/translations/data-type,irradianceItemType,es,ES,Irradiancia
http://www.brel.com/translations/data-type,speedItemType,es,ES,Velocidad
http://www.brel.com/translations/data-type,planeAngleItemType,es,ES,Ángulo plano
http://www.brel.com/translations/data-type,voltageItemType,es,ES,Voltaje
http://www.brel.com/translations/data-type,electricCurrentItemType,es,ES,Corriente eléctrica
http://www.brel.com/translations/data-type,forceItemType,es,ES,Fuerza
http://www.brel.com/translations/data-type,electricChargeItemType,es,ES,Carga eléctrica
http://www.brel.com/translations/data-type,guidanceItemType,es,ES,Orientación
http://www.brel.com/translations/data-type,noLangTokenItemType,es,ES,Token (sin idioma)
http://www.brel.com/translations/data-type,noLangStringItemType,es,ES,Texto (sin idioma)
http://www.brel.com/translations/data-type,prefixedContentItemType,es,ES,Contenido con prefijo
http://www.brel.com/translations/data-type,prefixedContentType,es,ES,Contenido con prefijo (Tipo)
http://www.brel.com/translations/data-type,SQNameItemType,es,ES,SQName
http://www.brel.com/translations/data-type,SQNameType,es,ES,SQName (Tipo)
http://www.brel.com/translations/data-type,SQNamesItemType,es,ES,SQNames
http://www.brel.com/translations/data-type,SQNamesType,es,ES,SQNames (Tipo)
http://www.brel.com/translations/data-type,gYearListItemType,es,ES,Lista de años
http://www.brel.com/translations/data-type,flowItemType,es,ES,Flujo
http://www.brel.com/translations/data-type,massFlowItemType,es,ES,Flujo de masa
http://www.brel.com/translations/data-type,monetaryPerLengthItemType,es,ES,Monetario por longitud
http://www.brel.com/translations/data-type,monetaryPerAreaItemType,es,ES,Monetario por área
http://www.brel.com/translations/data-type,monetaryPerVolumeItemType,es,ES,Monetario por volumen
http://www.brel.com/translations/data-type,monetaryPerDurationItemType,es,ES,Monetario por duración
http://www.brel.com/translations/data-type,monetaryPerEnergyItemType,es,ES,Monetario por energía
http://www.brel.com/translations/data-type,monetaryPerMassItemType,es,ES,Monetario por masa
http://www.brel.com/translations/data-type,dateTimeItemType,es,ES,Fecha y hora
http://www.brel.com/translations/data-type,ghgEmissionsItemType,es,ES,Emisiones de gases de efecto invernadero
http://www.brel.com/translations/data-type,energyPerMonetaryItemType,es,ES,Energía por monetario
http://www.brel.com/translations/data-type,ghgEmissionsPerMonetaryItemType,es,ES,Emisiones de gases de efecto invernadero por monetario
http://www.brel.com/translations/data-type,volumePerMonetaryItemType,es,ES,Volumen por monetario
http://www.brel.com/translations/data-type,decimalItemType,es,ES,Número decimal
http://www.brel.com/translations/data-type,floatItemType,es,ES,Número de punto flotante
http://www.brel.com/translations/data-type,doubleItemType,es,ES,Número de doble precisión
http://www.brel.com/translations/data-type,integerItemType,es,ES,Número entero
http://www.brel.com/translations/data-type,nonPositiveIntegerItemType,es,ES,Entero (no positivo)
http://www.brel.com/translations/data-type,negativeIntegerItemType,es,ES,Entero (negativo)
http://www.brel.com/translations/data-type,longItemType,es,ES,Número (long)
http://www.brel.com/translations/data-type,intItemType,es,ES,Número (int)
http://www.brel.com/translations/data-type,shortItemType,es,ES,Número (short)
http://www.brel.com/translations/data-type,byteItemType,es,ES,Número (byte)
http://www.brel.com/translations/data-type,nonNegativeIntegerItemType,es,ES,Entero (no negativo)
http://www.brel.com/translations/data-type,unsignedLongItemType,es,ES,Número (long sin signo)
http://www.brel.com/translations/data-type,unsignedIntItemType,es,ES,Número (int sin signo)
http://www.brel.com/translations/data-type,unsignedShortItemType,es,ES,Número (short sin signo)
http://www.brel.com/translations/data-type,unsignedByteItemType,es,ES,Número (byte sin signo)
http://www.brel.com/translations/data-type,positiveIntegerItemType,es,ES,Entero (positivo)
http://www.brel.com/translations/data-type,monetaryItemType,es,ES,Monetario
http://www.brel.com/translations/data-type,sharesItemType,es,ES,Acciones
http://www.brel.com/translations/data-type,pureItemType,es,ES,Número puro
http://www.brel.com/translations/data-type,fractionItemType,es,ES,Fracción
http://www.brel.com/translations/data-type,stringItemType,es,ES,Texto
http://www.brel.com/translations/data-type,booleanItemType,es,ES,Booleano
http://www.brel.com/translations/data-type,hexBinaryItemType,es,ES,Binario hexadecimal
http://www.brel.com/translations/data-type,base64BinaryItemType,es,ES,Binario Base64
http://www.brel.com/translations/data-type,anyURIItemType,es,ES,URI
http://www.brel.com/translations/data-type,QNameItemType,es,ES,QName
http://www.brel.com/translations/data-type,durationItemType,es,ES,Duración
http://www.brel.com/translations/data-type,dateTimeItemType,es,ES,Fecha y hora
http://www.brel.com/translations/data-type,timeItemType,es,ES,Hora
http://www.brel.com/translations/data-type,dateItemType,es,ES,Fecha
http://www.brel.com/translations/data-type,gYearMonthItemType,es,ES,Año-Mes
http://www.brel.com/translations/data-type,gYearItemType,es,ES,Año
http://www.brel.com/translations/data-type,gMonthDayItemType,es,ES,Mes-Día
http://www.brel.com/translations/data-type,gDayItemType,es,ES,Día
http://www.brel.com/translations/data-type,gMonthItemType,es,ES,Mes
http://www.brel.com/translations/data-type,normalizedStringItemType,es,ES,Texto normalizado
http://www.brel.com/translations/data-type,tokenItemType,es,ES,Token
http://www.brel.com/translations/data-type,languageItemType,es,ES,Código de idioma
http://www.brel.com/translations/data-type,NameItemType,es,ES,Nombre XML
http://www.brel.com/translations/data-type,NCNameItemType,es,ES,NCName
http://www.brel.com/translations/data-type,perUnitItemType,es,ES,Por unidad
http://www.brel.com/translations/data-type,financialInstrumentGlobalIdentifierItemType,es,ES,Identificador global del instrumento financiero
http://www.brel.com/translations/unit,acre,es,ES,Acre
http://www.brel.com/translations/unit,sqft,es,ES,Pie cuadrado
http://www.brel.com/translations/unit,sqmi,es,ES,Milla cuadrada
http://www.brel.com/translations/unit,sqyd,es,ES,Yarda cuadrada
http://www.brel.com/translations/unit,Boe,es,ES,Barril equivalente de petróleo
http://www.brel.com/translations/unit,Btu,es,ES,Unidad térmica británica
http://www.brel.com/translations/unit,ft_lb,es,ES,Pie-libra
http://www.brel.com/translations/unit,MBoe,es,ES,Mil barriles equivalente de petróleo
http://www.brel.com/translations/unit,Mcfe,es,ES,Mil pies cúbicos equivalentes
http://www.brel.com/translations/unit,MMBoe,es,ES,Millones de barriles equivalente de petróleo
http://www.brel.com/translations/unit,MMBTU,es,ES,Millones de BTU
http://www.brel.com/translations/unit,ft,es,ES,Pie
http://www.brel.com/translations/unit,in,es,ES,Pulgada
http://www.brel.com/translations/unit,mi,es,ES,Milla
http://www.brel.com/translations/unit,nmi,es,ES,Milla náutica
http://www.brel.com/translations/unit,yd,es,ES,Yarda
http://www.brel.com/translations/unit,lb,es,ES,Libra
http://www.brel.com/translations/unit,oz,es,ES,Onza
http://www.brel.com/translations/unit,ozt,es,ES,Onza troy
http://www.brel.com/translations/unit,T,es,ES,Tonelada
http://www.brel.com/translations/unit,hp,es,ES,Caballos de fuerza
http://www.brel.com/translations/unit,bbl,es,ES,Barril
http://www.brel.com/translations/unit,ft3,es,ES,Pie cúbico
http://www.brel.com/translations/unit,gal,es,ES,Galón
http://www.brel.com/translations/unit,MBbls,es,ES,Mil barriles
http://www.brel.com/translations/unit,Mcf,es,ES,Mil pies cúbicos
http://www.brel.com/translations/unit,MMBbls,es,ES,Millón de barriles
http://www.brel.com/translations/unit,MMcf,es,ES,Millones de pies cúbicos
http://www.brel.com/translations/unit,AED,es,ES,Dirham EAU
http://www.brel.com/translations/unit,AFN,es,ES,Afgani
http://www.brel.com/translations/unit,ALL,es,ES,Lek albanés
http://www.brel.com/translations/unit,AMD,es,ES,Dram armenio
http://www.brel.com/translations/unit,ANG,es,ES,Florín de las Antillas Neerlandesas
http://www.brel.com/translations/unit,AOA,es,ES,Kwanza angoleño
http://www.brel.com/translations/unit,ARS,es,ES,Peso argentino
http://www.brel.com/translations/unit,AUD,es,ES,Dólar australiano
http://www.brel.com/translations/unit,AWG,es,ES,Florín arubeño
http://www.brel.com/translations/unit,AZN,es,ES,Manat azerbaiyano
http://www.brel.com/translations/unit,BAM,es,ES,Marco convertible bosnio
http://www.brel.com/translations/unit,BBD,es,ES,Dólar barbadense
http://www.brel.com/translations/unit,BDT,es,ES,Taka bangladesí
http://www.brel.com/translations/unit,BGN,es,ES,Lev búlgaro
http://www.brel.com/translations/unit,BHD,es,ES,Dinar bareiní
http://www.brel.com/translations/unit,BIF,es,ES,Franco burundés
http://www.brel.com/translations/unit,BMD,es,ES,Dólar bermudeño
http://www.brel.com/translations/unit,BND,es,ES,Dólar de Brunéi
http://www.brel.com/translations/unit,BOB,es,ES,Boliviano
http://www.brel.com/translations/unit,BOV,es,ES,Mvdol boliviano
http://www.brel.com/translations/unit,BRL,es,ES,Real brasileño
http://www.brel.com/translations/unit,BSD,es,ES,Dólar bahameño
http://www.brel.com/translations/unit,BTN,es,ES,Ngultrum butanés
http://www.brel.com/translations/unit,BWP,es,ES,Pula botsuano
http://www.brel.com/translations/unit,BYN,es,ES,Rublo bielorruso
http://www.brel.com/translations/unit,BYR,es,ES,Rublo bielorruso (antiguo)
http://www.brel.com/translations/unit,BZD,es,ES,Dólar beliceño
http://www.brel.com/translations/unit,CAD,es,ES,Dólar canadiense
http://www.brel.com/translations/unit,CDF,es,ES,Franco congoleño
http://www.brel.com/translations/unit,CHE,es,ES,Banco WIR
http://www.brel.com/translations/unit,CHF,es,ES,Franco suizo
http://www.brel.com/translations/unit,CHW,es,ES,Banco WIR
http://www.brel.com/translations/unit,CLF,es,ES,Unidad de Fomento
http://www.brel.com/translations/unit,CLP,es,ES,Peso chileno
http://www.brel.com/translations/unit,CNY,es,ES,Yuan chino
http://www.brel.com/translations/unit,COP,es,ES,Peso colombiano
http://www.brel.com/translations/unit,COU,es,ES,Unidad de Valor Real
http://www.brel.com/translations/unit,CRC,es,ES,Colón costarricense
http://www.brel.com/translations/unit,CUC,es,ES,Peso convertible cubano
http://www.brel.com/translations/unit,CUP,es,ES,Peso cubano
http://www.brel.com/translations/unit,CVE,es,ES,Escudo caboverdiano
http://www.brel.com/translations/unit,CZK,es,ES,Corona checa
http://www.brel.com/translations/unit,DJF,es,ES,Franco yibutiano
http://www.brel.com/translations/unit,DKK,es,ES,Corona danesa
http://www.brel.com/translations/unit,DOP,es,ES,Peso dominicano
http://www.brel.com/translations/unit,DZD,es,ES,Dinar argelino
http://www.brel.com/translations/unit,EEK,es,ES,Corona estonia
http://www.brel.com/translations/unit,EGP,es,ES,Libra egipcia
http://www.brel.com/translations/unit,ERN,es,ES,Nakfa eritreo
http://www.brel.com/translations/unit,ETB,es,ES,Birr etíope
http://www.brel.com/translations/unit,EUR,es,ES,Euro
http://www.brel.com/translations/unit,FJD,es,ES,Dólar fiyiano
http://www.brel.com/translations/unit,FKP,es,ES,Libra de las Malvinas
http://www.brel.com/translations/unit,GBP,es,ES,Libra esterlina
http://www.brel.com/translations/unit,GEL,es,ES,Lari georgiano
http://www.brel.com/translations/unit,GHS,es,ES,Cedi ghanés
http://www.brel.com/translations/unit,GIP,es,ES,Libra de Gibraltar
http://www.brel.com/translations/unit,GMD,es,ES,Dalasi gambiano
http://www.brel.com/translations/unit,GNF,es,ES,Franco guineano
http://www.brel.com/translations/unit,GTQ,es,ES,Quetzal guatemalteco
http://www.brel.com/translations/unit,GYD,es,ES,Dólar guyanés
http://www.brel.com/translations/unit,HKD,es,ES,Dólar de Hong Kong
http://www.brel.com/translations/unit,HNL,es,ES,Lempira hondureño
http://www.brel.com/translations/unit,HRK,es,ES,Kuna croata
http://www.brel.com/translations/unit,HTG,es,ES,Gourde haitiana
http://www.brel.com/translations/unit,HUF,es,ES,Forinto húngaro
http://www.brel.com/translations/unit,IDR,es,ES,Rupia indonesia
http://www.brel.com/translations/unit,ILS,es,ES,Nuevo shéquel israelí
http://www.brel.com/translations/unit,INR,es,ES,Rupia india
http://www.brel.com/translations/unit,IQD,es,ES,Dinar iraquí
http://www.brel.com/translations/unit,IRR,es,ES,Rial iraní
http://www.brel.com/translations/unit,ISK,es,ES,Corona islandesa
http://www.brel.com/translations/unit,JMD,es,ES,Dólar jamaiquino
http://www.brel.com/translations/unit,JOD,es,ES,Dinar jordano
http://www.brel.com/translations/unit,JPY,es,ES,Yen japonés
http://www.brel.com/translations/unit,KES,es,ES,Chelín keniano
http://www.brel.com/translations/unit,KGS,es,ES,Som kirguís
http://www.brel.com/translations/unit,KHR,es,ES,Riel camboyano
http://www.brel.com/translations/unit,KMF,es,ES,Franco comorense
http://www.brel.com/translations/unit,KPW,es,ES,Won norcoreano
http://www.brel.com/translations/unit,KRW,es,ES,Won surcoreano
http://www.brel.com/translations/unit,KWD,es,ES,Dinar kuwaití
http://www.brel.com/translations/unit,KYD,es,ES,Dólar de las Islas Caimán
http://www.brel.com/translations/unit,KZT,es,ES,Tenge kazajo
http://www.brel.com/translations/unit,LAK,es,ES,Kip laosiano
http://www.brel.com/translations/unit,LBP,es,ES,Libra libanesa
http://www.brel.com/translations/unit,LKR,es,ES,Rupia de Sri Lanka
http://www.brel.com/translations/unit,LRD,es,ES,Dólar liberiano
http://www.brel.com/translations/unit,LSL,es,ES,Loti lesothense
http://www.brel.com/translations/unit,LTL,es,ES,Litas lituano
http://www.brel.com/translations/unit,LVL,es,ES,Lats letón
http://www.brel.com/translations/unit,LYD,es,ES,Dinar libio
http://www.brel.com/translations/unit,MAD,es,ES,Dirham marroquí
http://www.brel.com/translations/unit,MDL,es,ES,Leu moldavo
http://www.brel.com/translations/unit,MGA,es,ES,Ariary malgache
http://www.brel.com/translations/unit,MKD,es,ES,Dinar macedonio
http://www.brel.com/translations/unit,MMK,es,ES,Kyat birmano
http://www.brel.com/translations/unit,MNT,es,ES,Tugrik mongol
http://www.brel.com/translations/unit,MOP,es,ES,Pataca de Macao
http://www.brel.com/translations/unit,MRO,es,ES,Ouguiya mauritano (antiguo)
http://www.brel.com/translations/unit,MRU,es,ES,Ouguiya mauritano
http://www.brel.com/translations/unit,MUR,es,ES,Rupia de Mauricio
http://www.brel.com/translations/unit,MVR,es,ES,Rufiyaa maldivo
http://www.brel.com/translations/unit,MWK,es,ES,Kwacha malauí
http://www.brel.com/translations/unit,MXN,es,ES,Peso mexicano
http://www.brel.com/translations/unit,MXV,es,ES,UDI mexicana
http://www.brel.com/translations/unit,MYR,es,ES,Ringgit malayo
http://www.brel.com/translations/unit,MZN,es,ES,Metical mozambiqueño
http://www.brel.com/translations/unit,NAD,es,ES,Dólar namibio
http://www.brel.com/translations/unit,NGN,es,ES,Naira nigeriano
http://www.brel.com/translations/unit,NIO,es,ES,Córdoba oro
http://www.brel.com/translations/unit,NOK,es,ES,Corona noruega
http://www.brel.com/translations/unit,NPR,es,ES,Rupia nepalí
http://www.brel.com/translations/unit,NZD,es,ES,Dólar neozelandés
http://www.brel.com/translations/unit,OMR,es,ES,Rial omaní
http://www.brel.com/translations/unit,PAB,es,ES,Balboa panameño
http://www.brel.com/translations/unit,PEN,es,ES,Nuevo sol peruano
http://www.brel.com/translations/unit,PGK,es,ES,Kina de Papúa Nueva Guinea
http://www.brel.com/translations/unit,PHP,es,ES,Peso filipino
http://www.brel.com/translations/unit,PKR,es,ES,Rupia pakistaní
http://www.brel.com/translations/unit,PLN,es,ES,Złoty polaco
http://www.brel.com/translations/unit,PYG,es,ES,Guaraní paraguayo
http://www.brel.com/translations/unit,QAR,es,ES,Rial catarí
http://www.brel.com/translations/unit,RON,es,ES,Nuevo leu rumano
http://www.brel.com/translations/unit,RSD,es,ES,Dinar serbio
http://www.brel.com/translations/unit,RUB,es,ES,Rublo
http://www.brel.com/translations/unit,RWF,es,ES,Franco ruandés
http://www.brel.com/translations/unit,SAR,es,ES,Rial saudí
http://www.brel.com/translations/unit,SBD,es,ES,Dólar de las Islas Salomón
http://www.brel.com/translations/unit,SCR,es,ES,Rupia de Seychelles
http://www.brel.com/translations/unit,SDG,es,ES,Libra sudanesa
http://www.brel.com/translations/unit,SEK,es,ES,Corona sueca
http://www.brel.com/translations/unit,SGD,es,ES,Dólar de Singapur
http://www.brel.com/translations/unit,SHP,es,ES,Libra de Santa Elena
http://www.brel.com/translations/unit,SLL,es,ES,Leone
http://www.brel.com/translations/unit,SLE,es,ES,Leone
http://www.brel.com/translations/unit,SOS,es,ES,Chelín somalí
http://www.brel.com/translations/unit,SRD,es,ES,Dólar surinamés
http://www.brel.com/translations/unit,SSP,es,ES,Libra de Sudán del Sur
http://www.brel.com/translations/unit,STD,es,ES,Dobra de Santo Tomé y Príncipe (antiguo)
http://www.brel.com/translations/unit,STN,es,ES,Dobra
http://www.brel.com/translations/unit,SVC,es,ES,Colón salvadoreño
http://www.brel.com/translations/unit,SYP,es,ES,Libra siria
http://www.brel.com/translations/unit,SZL,es,ES,Lilangeni
http://www.brel.com/translations/unit,THB,es,ES,Baht
http://www.brel.com/translations/unit,TJS,es,ES,Somoni tayiko
http://www.brel.com/translations/unit,TMT,es,ES,Manat turcomano
http://www.brel.com/translations/unit,TND,es,ES,Dinar tunecino
http://www.brel.com/translations/unit,TOP,es,ES,Paʻanga
http://www.brel.com/translations/unit,TRY,es,ES,Lira turca
http://www.brel.com/translations/unit,TTD,es,ES,Dólar de Trinidad y Tobago
http://www.brel.com/translations/unit,TWD,es,ES,Nuevo dólar taiwanés
http://www.brel.com/translations/unit,TZS,es,ES,Chelín tanzano
http://www.brel.com/translations/unit,UAH,es,ES,Hryvnia
http://www.brel.com/translations/unit,UGX,es,ES,Chelín ugandés
http://www.brel.com/translations/unit,USD,es,ES,Dólar estadounidense
http://www.brel.com/translations/unit,USN,es,ES,Dólar estadounidense (día siguiente)
http://www.brel.com/translations/unit,USS,es,ES,Dólar estadounidense (mismo día)
http://www.brel.com/translations/unit,UYI,es,ES,Uruguay Peso en Unidades Indexadas
http://www.brel.com/translations/unit,UYU,es,ES,Peso uruguayo
http://www.brel.com/translations/unit,UYW,es,ES,Unidad Previsional
http://www.brel.com/translations/unit,UZS,es,ES,Som uzbeko
http://www.brel.com/translations/unit,VEB,es,ES,Bolívar venezolano (antiguo)
http://www.brel.com/translations/unit,VEF,es,ES,Bolívar fuerte venezolano (antiguo)
http://www.brel.com/translations/unit,VES,es,ES,Bolívar soberano
http://www.brel.com/translations/unit,VED,es,ES,Bolívar soberano
http://www.brel.com/translations/unit,VND,es,ES,Đồng vietnamita
http://www.brel.com/translations/unit,VUV,es,ES,Vatu vanuatuense
http://www.brel.com/translations/unit,WST,es,ES,Tala samoano
http://www.brel.com/translations/unit,XAF,es,ES,Franco CFA BEAC
http://www.brel.com/translations/unit,XAG,es,ES,Plata
http://www.brel.com/translations/unit,XAU,es,ES,Oro
http://www.brel.com/translations/unit,XBA,es,ES,EURCO
http://www.brel.com/translations/unit,XBB,es,ES,UEM-6
http://www.brel.com/translations/unit,XBC,es,ES,UE-9
http://www.brel.com/translations/unit,XBD,es,ES,UE-17
